資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-052-01	四種相違疏本文	3183	780	異	異	以異爲同	以異為同			2	1	〔朱〕平	平平上上濁							16-10：230	
20-052-01	四種相違疏本文	3184	780	爲	為	以異爲同	以異為同			3	1	〔朱〕上	平平上上濁							16-10：230	
20-052-01	四種相違疏本文	3185	780	同	同	以異爲同	以異為同			4	2	〔朱〕上濁	平平上上濁							16-10：230	
20-052-01	四種相違疏本文	3186	781	故	故	故今𮞒之	故今𮞒之			1	1	〔朱〕平	平去上上／平去上毘							16-10：230	
20-052-01	四種相違疏本文	3187	781	今	今	故今𮞒之	故今𮞒之			2	2	〔朱〕去	平去上上／平去上毘							16-10：230	
20-052-01	四種相違疏本文	3188	781	𮞒	𮞒	故今𮞒之	故今𮞒之			3	1	〔朱〕上	平去上上／平去上毘							16-10：230	
20-052-01	四種相違疏本文	3189	781	之	之	故今𮞒之	故今𮞒之			4	1	〔朱〕上，毘	平去上上／平去上毘							16-10：230	
20-052-01	四種相違疏本文	3190	782	以	以	以彼同爲異	以彼同為異			1	1	〔朱〕平	平平去濁上平							16-10：230	
20-052-01	四種相違疏本文	3191	782	彼	彼	以彼同爲異	以彼同為異			2	1	〔朱〕平	平平去濁上平							16-11：231	
20-052-01	四種相違疏本文	3192	782	同	同	以彼同爲異	以彼同為異			3	2	〔朱〕去濁	平平去濁上平							16-11：231	
20-052-01	四種相違疏本文	3193	782	爲	為	以彼同爲異	以彼同為異			4	1	〔朱〕上	平平去濁上平							16-11：231	
20-052-01	四種相違疏本文	3194	782	異	異	以彼同爲異	以彼同為異			5	1	〔朱〕平	平平去濁上平							16-11：231	
20-052-01	四種相違疏本文	3195	783	以	以	以彼異爲同	以彼異為同			1	1	〔朱〕平	平平平上上濁							16-11：231	
20-052-01	四種相違疏本文	3196	783	彼	彼	以彼異爲同	以彼異為同			2	1	〔朱〕平	平平平上上濁							16-11：231	
20-052-01	四種相違疏本文	3197	783	異	異	以彼異爲同	以彼異為同			3	1	〔朱〕平	平平平上上濁							16-11：231	
20-052-01	四種相違疏本文	3198	783	爲	為	以彼異爲同	以彼異為同			4	1	〔朱〕上	平平平上上濁							16-11：231	
20-052-01	四種相違疏本文	3199	783	同	同	以彼異爲同	以彼異為同			5	2	〔朱〕上濁	平平平上上濁							16-11：231	朱双点斜めに配置
20-052-01	四種相違疏本文	3200	784	成	成	成相𮞒義	成相𮞒義			1	2	〔朱〕去濁	去濁毘上平濁							16-11：231	
20-052-01	四種相違疏本文	3201	784	相	相	成相𮞒義	成相𮞒義			2	2	〔朱〕毘	去濁毘上平濁							16-11：231	
20-052-01	四種相違疏本文	3202	784	𮞒	𮞒	成相𮞒義	成相𮞒義			3	1	〔朱〕上	去濁毘上平濁							16-11：231	
20-052-01	四種相違疏本文	3203	784	義	義	成相𮞒義	成相𮞒義			4	1	〔朱〕平濁	去濁毘上平濁							16-11：231	
20-052-01	四種相違疏本文	3204	785	論	論	論中示𣳬	論中示𣳬			1	2	〔朱〕平	平毘平濁フ入							16-11：231	
20-052-01	四種相違疏本文	3205	785	中	中	論中示𣳬	論中示𣳬			2	2	〔朱〕毘	平毘平濁フ入							16-11：231	
20-052-01	四種相違疏本文	3206	785	示	示	論中示𣳬	論中示𣳬			3	1	〔朱〕平濁	平毘平濁フ入							16-12：232	
20-052-01	四種相違疏本文	3207	785	𣳬	𣳬	論中示𣳬	論中示𣳬			4	2	〔朱〕フ入	平毘平濁フ入							16-12：232	
20-052-01	四種相違疏本文	3208	786	各	各	各各不同	各各不同			1	2	〔朱〕入	入入上毘濁							16-12：232	
20-052-01	四種相違疏本文	3209	786	各	各	各各不同	各各不同			2	2	〔朱〕入	入入上毘濁							16-12：232	
20-052-01	四種相違疏本文	3210	786	不	不	各各不同	各各不同			3	1	〔朱〕上	入入上毘濁							16-12：232	
20-052-01	四種相違疏本文	3211	786	同	同	各各不同	各各不同			4	2	〔朱〕毘濁	入入上毘濁							16-12：232	
20-052-01	四種相違疏本文	3212	787	法	法	法自相相𮞒	法自相相𮞒			1	2	〔朱〕フ入	フ入平濁平毘上							16-12：232	
20-052-01	四種相違疏本文	3213	787	自	自	法自相相𮞒	法自相相𮞒			2	1	〔朱〕平濁	フ入平濁平毘上							16-12：232	
20-052-01	四種相違疏本文	3214	787	相	相	法自相相𮞒	法自相相𮞒			3	2	〔朱〕平	フ入平濁平毘上							16-12：232	
20-052-01	四種相違疏本文	3215	787	相	相	法自相相𮞒	法自相相𮞒			3	2	〔朱〕毘	フ入平濁平毘上							16-12：232	
20-052-01	四種相違疏本文	3216	787	𮞒	𮞒	法自相相𮞒	法自相相𮞒			5	1	〔朱〕上	フ入平濁平毘上							16-12：232	
20-052-01	四種相違疏本文	3217	788	改	改	改他同喩爲異	改他同喩為異			1	2	〔朱〕去濁	去濁上上濁平上平							16-12：232	
20-052-01	四種相違疏本文	3218	788	他	他	改他同喩爲異	改他同喩為異			2	1	〔朱〕上	去濁上上濁平上平							16-12：232	
20-052-01	四種相違疏本文	3219	788	同	同	改他同喩爲異	改他同喩為異			3	2	〔朱〕上濁	去濁上上濁平上平							16-12：232	
20-052-01	四種相違疏本文	3220	788	喩	喩	改他同喩爲異	改他同喩為異			4	1	〔朱〕平	去濁上上濁平上平							16-12：232	
20-052-01	四種相違疏本文	3221	788	爲	為	改他同喩爲異	改他同喩為異			5	1	〔朱〕上	去濁上上濁平上平							16-13：233	
20-052-01	四種相違疏本文	3222	788	異	異	改他同喩爲異	改他同喩為異			6	1	〔朱〕平	去濁上上濁平上平							16-13：233	
20-052-01	四種相違疏本文	3223	789	改	改	改他異喩爲同	改他異喩為同			1	2	〔朱〕去濁	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3224	789	他	他	改他異喩爲同	改他異喩為同			2	1	〔朱〕上	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3225	789	異	異	改他異喩爲同	改他異喩為同			3	1	〔朱〕平	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3226	789	喩	喩	改他異喩爲同	改他異喩為同			4	1	〔朱〕平	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3227	789	爲	為	改他異喩爲同	改他異喩為同			5	1	〔朱〕上	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3228	789	同	同	改他異喩爲同	改他異喩為同			6	2	〔朱〕上濁	去濁上平平上上濁							16-13：233	
20-052-01	四種相違疏本文	3229	790	後	後	後之三𮞒	後之三𮞒			1	1	〔朱〕平濁	平濁上去上							16-13：233	
20-052-01	四種相違疏本文	3230	790	之	之	後之三𮞒	後之三𮞒			2	1	〔朱〕上	平濁上去上							16-13：233	
20-052-01	四種相違疏本文	3231	790	三	三	後之三𮞒	後之三𮞒			3	2	〔朱〕去	平濁上去上							16-13：233	
20-052-01	四種相違疏本文	3232	790	𮞒	𮞒	後之三𮞒	後之三𮞒			4	1	〔朱〕上	平濁上去上							16-13：233	
20-052-01	四種相違疏本文	3233	791	以	以	以他同爲同	以他同為同			1	1	〔朱〕平	平上上濁上上濁							16-13：233	
20-052-01	四種相違疏本文	3234	791	他	他	以他同爲同	以他同為同			2	1	〔朱〕上	平上上濁上上濁							16-13：233	
20-052-01	四種相違疏本文	3235	791	同	同	以他同爲同	以他同為同			3	2	〔朱〕上濁	平上上濁上上濁							16-13：233	
20-052-01	四種相違疏本文	3236	791	爲	為	以他同爲同	以他同為同			4	1	〔朱〕上	平上上濁上上濁							16-14：234	
20-052-01	四種相違疏本文	3237	791	同	同	以他同爲同	以他同為同			5	2	〔朱〕上濁	平上上濁上上濁							16-14：234	
20-052-01	四種相違疏本文	3238	792	以	以	以他異爲異	以他異為異			1	1	〔朱〕平	平上平上平							16-14：234	
20-052-01	四種相違疏本文	3239	792	他	他	以他異爲異	以他異為異			2	1	〔朱〕上	平上平上平							16-14：234	
20-052-01	四種相違疏本文	3240	792	異	異	以他異爲異	以他異為異			3	1	〔朱〕平	平上平上平							16-14：234	
20-052-01	四種相違疏本文	3241	792	爲	為	以他異爲異	以他異為異			4	1	〔朱〕上	平上平上平							16-14：234	
20-052-01	四種相違疏本文	3242	792	異	異	以他異爲異	以他異為異			5	1	〔朱〕平	平上平上平							16-14：234	
20-052-01	四種相違疏本文	3243	793	欲	欲	欲顯相𮞒	欲顯相𮞒			1	2	〔朱〕入	入平毘上							16-14：234	
20-052-01	四種相違疏本文	3244	793	顯	顯	欲顯相𮞒	欲顯相𮞒			2	2	〔朱〕平	入平毘上							16-14：234	
20-052-01	四種相違疏本文	3245	793	相	相	欲顯相𮞒	欲顯相𮞒			3	2	〔朱〕毘	入平毘上							16-14：234	
20-052-01	四種相違疏本文	3246	793	𮞒	𮞒	欲顯相𮞒	欲顯相𮞒			4	1	〔朱〕上	入平毘上							16-14：234	
20-052-01	四種相違疏本文	3247	794	囙	囙	囙必仍舊	囙必仍舊			1	2	〔朱〕去	去入去濁平							16-14：234	
20-052-01	四種相違疏本文	3248	794	必	必	囙必仍舊	囙必仍舊			2	2	〔朱〕入	去入去濁平							16-14：234	朱入声点、高い位置に差声
20-052-01	四種相違疏本文	3249	794	仍	仍	囙必仍舊	囙必仍舊			3	2	〔朱〕去濁	去入去濁平							16-14：234	
20-052-01	四種相違疏本文	3250	794	舊	舊	囙必仍舊	囙必仍舊			4	1	〔朱〕平	去入去濁平							16-14：234	
20-052-01	四種相違疏本文	3251	795	喩	喩	喩㦯改新	喩㦯改新			1	1	〔朱〕平	平入去濁毘							16-15：235	
20-052-01	四種相違疏本文	3252	795	㦯	㦯	喩㦯改新	喩㦯改新			2	2	〔朱〕入	平入去濁毘							16-15：235	
20-052-01	四種相違疏本文	3253	795	改	改	喩㦯改新	喩㦯改新			3	2	〔朱〕去濁	平入去濁毘							16-15：235	
20-052-01	四種相違疏本文	3254	795	新	新	喩㦯改新	喩㦯改新			4	2	〔朱〕毘	平入去濁毘							16-15：235	
20-052-01	四種相違疏本文	3255	796	其	其	其不㝎囙	其不㝎囙			1	1	〔朱〕上濁	上濁上平濁上／上濁上平濁去							16-15：235	
20-052-01	四種相違疏本文	3256	796	不	不	其不㝎囙	其不㝎囙			2	1	〔朱〕上	上濁上平濁上／上濁上平濁去							16-15：235	
20-052-01	四種相違疏本文	3257	796	㝎	㝎	其不㝎囙	其不㝎囙			3	2	〔朱〕平濁	上濁上平濁上／上濁上平濁去							16-15：235	
20-052-01	四種相違疏本文	3258	796	囙	囙	其不㝎囙	其不㝎囙			4	2	〔墨〕上〔朱〕上，去	上濁上平濁上／上濁上平濁去							16-15：235	
20-052-01	四種相違疏本文	3259	797	立	立	立順囙正	立順囙正			1	2	〔朱〕フ入	フ入平去平							16-15：235	
20-052-01	四種相違疏本文	3260	797	順	順	立順囙正	立順囙正			2	2	〔朱〕平	フ入平去平							16-15：235	
20-052-01	四種相違疏本文	3261	797	囙	囙	立順囙正	立順囙正			3	2	〔朱〕去	フ入平去平							16-15：235	
20-052-01	四種相違疏本文	3262	797	正	正	立順囙正	立順囙正			4	2	〔朱〕平	フ入平去平							16-15：235	
20-052-01	四種相違疏本文	3263	798	破	破	破乃相𮞒	破乃相𮞒			1	1	〔朱〕平	平去毘上							16-15：235	
20-052-01	四種相違疏本文	3264	798	乃	乃	破乃相𮞒	破乃相𮞒			2	2	〔朱〕去	平去毘上							16-15：235	
20-052-01	四種相違疏本文	3265	798	相	相	破乃相𮞒	破乃相𮞒			3	2	〔朱〕毘	平去毘上							16-15：235	
20-052-01	四種相違疏本文	3266	798	𮞒	𮞒	破乃相𮞒	破乃相𮞒			4	1	〔朱〕上	平去毘上							16-16：236	
20-052-01	四種相違疏本文	3267	799	囙	囙	囙雖不改	囙雖不改			1	2	〔朱〕去	去毘上上濁							16-16：236	
20-052-01	四種相違疏本文	3268	799	雖	雖	囙雖不改	囙雖不改			2	2	〔朱〕毘	去毘上上濁							16-16：236	
20-052-01	四種相違疏本文	3269	799	不	不	囙雖不改	囙雖不改			3	1	〔朱〕上	去毘上上濁							16-16：236	
20-052-01	四種相違疏本文	3270	799	改	改	囙雖不改	囙雖不改			4	2	〔朱〕上濁	去毘上上濁							16-16：236	
20-052-01	四種相違疏本文	3271	800	通	通	通二品轉	通二品轉			1	2	〔朱〕去	去平平平							16-16：236	
20-052-01	四種相違疏本文	3272	800	二	二	通二品轉	通二品轉			2	1	〔朱〕平	去平平平							16-16：236	
20-052-01	四種相違疏本文	3273	800	品	品	通二品轉	通二品轉			3	2	〔朱〕平	去平平平							16-16：236	
20-052-01	四種相違疏本文	3274	800	轉	轉	通二品轉	通二品轉			4	2	〔朱〕平	去平平平							16-16：236	
20-052-01	四種相違疏本文	3275	801	不	不	不生决智	不生决智			1	1	〔朱〕上	上毘入平							16-16：236	
20-052-01	四種相違疏本文	3276	801	生	生	不生决智	不生决智			2	2	〔朱〕毘	上毘入平							16-16：236	
20-052-01	四種相違疏本文	3277	801	决	决	不生决智	不生决智			3	2	〔朱〕入	上毘入平							16-16：236	
20-052-01	四種相違疏本文	3278	801	智	智	不生决智	不生决智			4	1	〔朱〕平	上毘入平							16-16：236	
20-052-01	四種相違疏本文	3279	802	立	立	立不㝎名	立不㝎名			1	2	〔朱〕フ入	フ入上平濁毘							16-16：236	
20-052-01	四種相違疏本文	3280	802	不	不	立不㝎名	立不㝎名			2	1	〔朱〕上	フ入上平濁毘							16-16：236	
20-052-01	四種相違疏本文	3281	802	㝎	㝎	立不㝎名	立不㝎名			3	2	〔朱〕平濁	フ入上平濁毘							16-16：236	
20-052-01	四種相違疏本文	3282	802	名	名	立不㝎名	立不㝎名			4	2	〔朱〕毘	フ入上平濁毘							16-17：237	
20-052-01	四種相違疏本文	3283	803	此	此	此相𮞒囙	此相𮞒囙			1	1	〔朱〕平	平毘上毘							16-17：237	
20-052-01	四種相違疏本文	3284	803	相	相	此相𮞒囙	此相𮞒囙			2	2	〔朱〕毘	平毘上毘							16-17：237	
20-052-01	四種相違疏本文	3285	803	𮞒	𮞒	此相𮞒囙	此相𮞒囙			3	1	〔朱〕上	平毘上毘							16-17：237	
20-052-01	四種相違疏本文	3286	803	囙	囙	此相𮞒囙	此相𮞒囙			4	2	〔朱〕毘	平毘上毘							16-17：237	
20-052-01	四種相違疏本文	3287	804	隨	随	隨應㪽成	随應㪽成			1	2	〔朱〕去濁	去濁毘平去濁							16-17：237	
20-052-01	四種相違疏本文	3288	804	應	應	隨應㪽成	随應㪽成			2	2	〔朱〕毘	去濁毘平去濁							16-17：237	
20-052-01	四種相違疏本文	3289	804	㪽	㪽	隨應㪽成	随應㪽成			3	1	〔朱〕平	去濁毘平去濁							16-17：237	
20-052-01	四種相違疏本文	3290	804	成	成	隨應㪽成	随應㪽成			4	2	〔朱〕去濁	去濁毘平去濁							16-17：237	
20-052-01	四種相違疏本文	3291	805	立	立	立必同無異有	立必同無異有			1	2	〔朱〕フ入	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3292	805	必	必	立必同無異有	立必同無異有			2	2	〔朱〕平	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3293	805	同	同	立必同無異有	立必同無異有			3	2	〔朱〕去濁	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3294	805	無	無	立必同無異有	立必同無異有			4	1	〔朱〕上	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3295	805	異	異	立必同無異有	立必同無異有			5	1	〔朱〕平	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3296	805	有	有	立必同無異有	立必同無異有			6	1	〔朱〕平	フ入平去濁上平平							16-17：237	
20-052-01	四種相違疏本文	3297	806	破	破	破必同有異無	破必同有異無			1	1	〔朱〕平	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3298	806	必	必	破必同有異無	破必同有異無			2	2	〔朱〕入	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3299	806	同	同	破必同有異無	破必同有異無			3	2	〔朱〕去濁	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3300	806	有	有	破必同有異無	破必同有異無			4	1	〔朱〕平	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3301	806	異	異	破必同有異無	破必同有異無			5	1	〔朱〕平	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3302	806	無	無	破必同有異無	破必同有異無			6	1	〔朱〕上	平入去濁平平上							16-18：238	
20-052-01	四種相違疏本文	3303	807	决	决	决智既生	决智既生			1	2	〔朱〕入	入平上毘							16-18：238	
20-052-01	四種相違疏本文	3304	807	智	智	决智既生	决智既生			2	1	〔朱〕平	入平上毘							16-18：238	
20-052-01	四種相違疏本文	3305	807	既	既	决智既生	决智既生			3	1	〔朱〕上	入平上毘							16-18：238	
20-052-01	四種相違疏本文	3306	807	生	生	决智既生	决智既生			4	2	〔朱〕毘	入平上毘							16-18：238	
20-052-01	四種相違疏本文	3307	808	故	故	故與前別	故与前別			1	1	〔朱〕平	平平去濁入濁							16-18：238	
20-052-01	四種相違疏本文	3308	808	與	与	故與前別	故与前別			2	1	〔朱〕平	平平去濁入濁							16-18：238	
20-052-01	四種相違疏本文	3309	808	前	前	故與前別	故与前別			3	2	〔朱〕去濁	平平去濁入濁							16-18：238	
20-052-01	四種相違疏本文	3310	808	別	別	故與前別	故与前別			4	2	〔朱〕入濁	平平去濁入濁							16-18：238	
20-052-01	四種相違疏本文	3311	809	若	若	若立囙正	若立囙正			1	2	〔朱〕入	入フ入去平							16-19：239	
20-052-01	四種相違疏本文	3312	809	立	立	若立囙正	若立囙正			2	2	〔朱〕フ入	入フ入去平							16-19：239	
20-052-01	四種相違疏本文	3313	809	囙	囙	若立囙正	若立囙正			3	2	〔朱〕去	入フ入去平							16-19：239	
20-052-01	四種相違疏本文	3314	809	正	正	若立囙正	若立囙正			4	2	〔朱〕平	入フ入去平							16-19：239	
20-052-01	四種相違疏本文	3315	810	破	破	破者相𮞒	破者相𮞒			1	1	〔朱〕平	平平毘上							16-19：239	
20-052-01	四種相違疏本文	3316	810	者	者	破者相𮞒	破者相𮞒			2	1	〔朱〕平	平平毘上							16-19：239	
20-052-01	四種相違疏本文	3317	810	相	相	破者相𮞒	破者相𮞒			3	2	〔朱〕毘	平平毘上							16-19：239	
20-052-01	四種相違疏本文	3318	810	𮞒	𮞒	破者相𮞒	破者相𮞒			4	1	〔朱〕上	平平毘上							16-19：239	
20-052-01	四種相違疏本文	3319	811	囙	囙	囙通二品	囙通二品			1	2	〔朱〕去	去毘平平							16-19：239	
20-052-01	四種相違疏本文	3320	811	通	通	囙通二品	囙通二品			2	2	〔朱〕毘	去毘平平							16-19：239	
20-052-01	四種相違疏本文	3321	811	二	二	囙通二品	囙通二品			3	1	〔朱〕平	去毘平平							16-19：239	
20-052-01	四種相違疏本文	3322	811	品	品	囙通二品	囙通二品			4	2	〔朱〕平	去毘平平							16-19：239	
20-052-01	四種相違疏本文	3323	812	豈	豈	豈非不㝎	豈非不㝎			1	1	〔朱〕上	上上上平							16-19：239	
20-052-01	四種相違疏本文	3324	812	非	非	豈非不㝎	豈非不㝎			2	1	〔朱〕上	上上上平							16-19：239	
20-052-01	四種相違疏本文	3325	812	不	不	豈非不㝎	豈非不㝎			3	1	〔朱〕上	上上上平							16-19：239	
20-052-01	四種相違疏本文	3326	812	㝎	㝎	豈非不㝎	豈非不㝎			4	2	〔朱〕平	上上上平							17-02：240	
20-052-01	四種相違疏本文	3327	813	故	故	故此四囙	故此四囙			1	1	〔朱〕平	平平平去							17-02：240	
20-052-01	四種相違疏本文	3328	813	此	此	故此四囙	故此四囙			2	1	〔朱〕平	平平平去							17-02：240	
20-052-01	四種相違疏本文	3329	813	四	四	故此四囙	故此四囙			3	1	〔朱〕平	平平平去							17-02：240	
20-052-01	四種相違疏本文	3330	813	囙	囙	故此四囙	故此四囙			4	2	〔朱〕去	平平平去							17-02：240	
20-052-01	四種相違疏本文	3331	814	不	不	不𮞒四六	不𮞒四六			1	1	〔朱〕上	上上平入							17-02：240	
20-052-01	四種相違疏本文	3332	814	𮞒	𮞒	不𮞒四六	不𮞒四六			2	1	〔朱〕上	上上平入							17-02：240	
20-052-01	四種相違疏本文	3333	814	四	四	不𮞒四六	不𮞒四六			3	1	〔朱〕平	上上平入							17-02：240	
20-052-01	四種相違疏本文	3334	814	六	六	不𮞒四六	不𮞒四六			4	2	〔朱〕入	上上平入							17-02：240	
20-052-01	四種相違疏本文	3335	815	又	又	又將法自相囙	又将法自相囙			1	1	〔朱〕平	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3336	815	將	将	又將法自相囙	又将法自相囙			2	2	〔朱〕去	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3337	815	法	法	又將法自相囙	又将法自相囙			3	2	〔朱〕フ入	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3338	815	自	自	又將法自相囙	又将法自相囙			4	1	〔朱〕平濁	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3339	815	相	相	又將法自相囙	又将法自相囙			5	2	〔朱〕平	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3340	815	囙	囙	又將法自相囙	又将法自相囙			6	2	〔朱〕去	平去フ入平濁平去							17-02：240	
20-052-01	四種相違疏本文	3341	816	同	同	同無異有	同無異有			1	2	〔朱〕去濁	去濁上平平							17-02：240	
20-052-01	四種相違疏本文	3342	816	無	無	同無異有	同無異有			2	1	〔朱〕上	去濁上平平							17-03：241	
20-052-01	四種相違疏本文	3343	816	異	異	同無異有	同無異有			3	1	〔朱〕平	去濁上平平							17-03：241	
20-052-01	四種相違疏本文	3344	816	有	有	同無異有	同無異有			4	1	〔朱〕平	去濁上平平							17-03：241	
20-052-01	四種相違疏本文	3345	817	就	就	就後三種	就後三種			1	1	〔朱〕平濁	平濁平濁去平	シウ	シウ＊＊＊					17-03：241	
20-052-01	四種相違疏本文	3346	817	後	後	就後三種	就後三種			2	1	〔朱〕平濁	平濁平濁去平		シウ＊＊＊					17-03：241	
20-052-01	四種相違疏本文	3347	817	三	三	就後三種	就後三種			3	2	〔朱〕去	平濁平濁去平		シウ＊＊＊					17-03：241	
20-052-01	四種相違疏本文	3348	817	種	種	就後三種	就後三種			4	2	〔朱〕平	平濁平濁去平		シウ＊＊＊					17-03：241	
20-052-01	四種相違疏本文	3349	818	同	同	同有異無	同有異無			1	2	〔朱〕去濁	去濁平平上							17-03：241	
20-052-01	四種相違疏本文	3350	818	有	有	同有異無	同有異無			2	1	〔朱〕平	去濁平平上							17-03：241	
20-052-01	四種相違疏本文	3351	818	異	異	同有異無	同有異無			3	1	〔朱〕平	去濁平平上							17-03：241	
20-052-01	四種相違疏本文	3352	818	無	無	同有異無	同有異無			4	1	〔朱〕上	去濁平平上							17-03：241	
20-052-01	四種相違疏本文	3353	819	與	與	與三合説	與三合説			1	1	〔朱〕平	平毘入濁入							17-03：241	
20-052-01	四種相違疏本文	3354	819	三	三	與三合説	與三合説			2	2	〔朱〕毘	平毘入濁入							17-03：241	
20-052-01	四種相違疏本文	3355	819	合	合	與三合説	與三合説			3	2	〔朱〕入濁	平毘入濁入							17-03：241	
20-052-01	四種相違疏本文	3356	819	説	説	與三合説	與三合説			4	2	〔朱〕入	平毘入濁入							17-04：242	
20-052-01	四種相違疏本文	3357	820	一	一	一往觀文	一往観文			1	2	〔朱〕平	平平平去		＊ワウ＊＊					17-04：242	
20-052-01	四種相違疏本文	3358	820	往	往	一往觀文	一往観文			2	2	〔朱〕平	平平平去	ワウ	＊ワウ＊＊					17-04：242	
20-052-01	四種相違疏本文	3359	820	觀	観	一往觀文	一往観文			3	2	〔朱〕平	平平平去		＊ワウ＊＊					17-04：242	
20-052-01	四種相違疏本文	3360	820	文	文	一往觀文	一往観文			4	2	〔朱〕去	平平平去		＊ワウ＊＊					17-04：242	
20-052-01	四種相違疏本文	3361	821	必	必	必無是理	必無是理			1	2	〔朱〕入	入上平濁平							17-04：242	
20-052-01	四種相違疏本文	3362	821	無	無	必無是理	必無是理			2	1	〔朱〕上	入上平濁平							17-04：242	
20-052-01	四種相違疏本文	3363	821	是	是	必無是理	必無是理			3	1	〔朱〕平濁	入上平濁平							17-04：242	
20-052-01	四種相違疏本文	3364	821	理	理	必無是理	必無是理			4	1	〔朱〕平	入上平濁平							17-04：242	
20-052-01	四種相違疏本文	3365	822	初	初	初以異爲同	初以異為同			1	1	〔朱〕上	上平平上毘濁							17-04：242	
20-052-01	四種相違疏本文	3366	822	以	以	初以異爲同	初以異為同			2	1	〔朱〕平	上平平上毘濁							17-04：242	
20-052-01	四種相違疏本文	3367	822	異	異	初以異爲同	初以異為同			3	1	〔朱〕平	上平平上毘濁							17-04：242	
20-052-01	四種相違疏本文	3368	822	爲	為	初以異爲同	初以異為同			4	1	〔朱〕上	上平平上毘濁							17-04：242	
20-052-01	四種相違疏本文	3369	822	同	同	初以異爲同	初以異為同			5	2	〔朱〕毘濁	上平平上毘濁							17-04：242	
20-052-01	四種相違疏本文	3370	823	後	後	後以同爲同故	後以同為同故			1	1	〔朱〕平濁	平濁平毘濁上毘濁平							17-04：242	
20-052-01	四種相違疏本文	3371	823	以	以	後以同爲同故	後以同為同故			2	1	〔朱〕平	平濁平毘濁上毘濁平							17-05：243	
20-052-01	四種相違疏本文	3372	823	同	同	後以同爲同故	後以同為同故			3	2	〔朱〕毘濁	平濁平毘濁上毘濁平							17-05：243	
20-052-01	四種相違疏本文	3373	823	爲	為	後以同爲同故	後以同為同故			4	1	〔朱〕上	平濁平毘濁上毘濁平							17-05：243	
20-052-01	四種相違疏本文	3374	823	同	同	後以同爲同故	後以同為同故			5	2	〔朱〕毘濁	平濁平毘濁上毘濁平							17-05：243	
20-052-01	四種相違疏本文	3375	823	故	故	後以同爲同故	後以同為同故			6	1	〔朱〕平	平濁平毘濁上毘濁平							17-05：243	
20-052-01	四種相違疏本文	3376	824	今	今	今將後三	今将後三			1	2	〔朱〕去	去毘濁平濁毘							17-05：243	
20-052-01	四種相違疏本文	3377	824	將	将	今將後三	今将後三			2	2	〔朱〕毘	去毘濁平濁毘							17-05：243	
20-052-01	四種相違疏本文	3378	824	後	後	今將後三	今将後三			3	1	〔朱〕平濁	去毘濁平濁毘							17-05：243	
20-052-01	四種相違疏本文	3379	824	三	三	今將後三	今将後三			4	2	〔朱〕毘	去毘濁平濁毘							17-05：243	
20-052-01	四種相違疏本文	3380	825	以	以	以就初一	以就初一			1	1	〔朱〕平	平平濁上入							17-05：243	
20-052-01	四種相違疏本文	3381	825	就	就	以就初一	以就初一			2	1	〔朱〕平濁	平平濁上入							17-05：243	
20-052-01	四種相違疏本文	3382	825	初	初	以就初一	以就初一			3	1	〔朱〕上	平平濁上入							17-05：243	
20-052-01	四種相違疏本文	3383	825	一	一	以就初一	以就初一			4	2	〔朱〕入	平平濁上入							17-05：243	
20-052-01	四種相違疏本文	3384	826	以	以	以異爲同	以異為同			1	1	〔朱〕平	平平上毘濁							17-05：243	
20-052-01	四種相違疏本文	3385	826	異	異	以異爲同	以異為同			2	1	〔朱〕平	平平上毘濁							17-05：243	
20-052-01	四種相違疏本文	3386	826	爲	為	以異爲同	以異為同			3	1	〔朱〕上	平平上毘濁							17-05：243	
20-052-01	四種相違疏本文	3387	826	同	同	以異爲同	以異為同			4	2	〔朱〕毘濁	平平上毘濁							17-06：244	
20-052-01	四種相違疏本文	3388	827	便	便	便有合者	便有合者			1	2	〔朱〕去濁	去濁平入濁平							17-06：244	
